Probeset ID,N34 David Gene Symbol,UniGene ID,Ensembl,Entrez Gene,Alignments,Chromosomal Location,Gene Title,II1374 4way Venn 1.125 Fold Filter n_total= 1374,II359 RF ONEvs Other3 on 12589n Cxsect Gini n=359
214982_at,SNRNP200,Hs.246112 /// Hs.609834 /// Hs.612595,ENSG00000144028 /// OTTHUMG00000130455,23020,chr2:96946922-96950612 (-) // 69.62 // q11.2,chr2q11.2,small nuclear ribonucleoprotein 200kDa (U5),1,0
215012_at,ZNF451,Hs.485628 /// Hs.599812 /// Hs.608897 /// Hs.625111 /// Hs.625837 /// Hs.641766 /// Hs.705485,ENSG00000112200 /// OTTHUMG00000014916,26036,chr6:57012153-57016169 (+) // 85.38 // p11.2,chr6p12.1,zinc finger protein 451,1,0
215029_at,AKIRIN1,Hs.672785,---,---,chr1:39457516-39459303 (+) // 78.31 // p34.3,---,---,1,0
215043_s_at,GUSBP3 /// GUSBP9 /// SMA4 /// SMA5,Hs.529793 /// Hs.644577 /// Hs.665231,ENSG00000253203,11039 /// 11042 /// 653188 /// 100049076,chr5:68936018-69554874 (-) // 58.94 // q13.2,chr5q13 /// chr5q13.2,"glucuronidase, beta pseudogene 3 /// glucuronidase, beta pseudogene 9 /// glucuronidase, beta pseudogene /// glucuronidase, beta pseudogene",1,0
215049_x_at,CD163,Hs.504641 /// Hs.735678,ENSG00000177575 /// OTTHUMG00000168353,9332,chr12:7623771-7656372 (-) // 97.81 // p13.31,chr12p13.3,CD163 molecule,1,0
215070_x_at,RABGAP1,Hs.271341 /// Hs.637028 /// Hs.707617,ENSG00000011454 /// OTTHUMG00000020633,23637,chr9:125703298-125753048 (+) // 86.73 // q33.2,chr9q34.11,RAB GTPase activating protein 1,1,0
215092_s_at,NFAT5,Hs.371987 /// Hs.605614 /// Hs.613383 /// Hs.614121 /// Hs.645784 /// Hs.734240,ENSG00000102908 /// OTTHUMG00000137572,10725,chr16:69660303-69729590 (+) // 95.0 // q22.1,chr16q22.1,"nuclear factor of activated T-cells 5, tonicity-responsive",1,0
215101_s_at,CXCL5,Hs.603888 /// Hs.89714,ENSG00000163735 /// OTTHUMG00000160871,6374,chr4:74862997-74864446 (-) // 99.06 // q13.3,chr4q13.3,chemokine (C-X-C motif) ligand 5,1,0
215118_s_at,AL928768.3 /// OTTHUMG00000164793,Hs.699841,ENSG00000253701 /// OTTHUMG00000164793,---,chr14:106170293-106173662 (-) // 99.35 // q32.33 /// chr14:106050060-106053431 (-) // 98.27 // q32.33,---,NULL /// NULL,1,0
215123_at,LOC613037 /// NPIPB11 /// NPIPB3 /// NPIPB4 /// NPIPB5,Hs.611072 /// Hs.632865 /// Hs.648403 /// Hs.654805 /// Hs.694611 /// Hs.720286 /// Hs.729431,ENSG00000169246 /// ENSG00000185864 /// ENSG00000243716 /// OTTHUMG00000163506 /// OTTHUMG00000163555 /// OTTHUMG00000163573,23117 /// 440345 /// 613037 /// 728888 /// 100132247,chr16:22523350-22525827 (+) // 52.46 // p12.2 /// chr16:28647889-28764498 (+) // 49.54 // p11.2 /// chr16:14801030-14803505 (+) // 49.3 // p13.11 /// chr16:14840152-14842627 (+) // 49.3 // p13.11 /// chr16:21435714-21438191 (-) // 49.62 // p12.2 /// chr16:21867994-21870471 (-) // 52.42 // p12.2 /// chr16:30256189-30258661 (-) // 52.74 // p11.2 /// chr16:29516208-29518678 (-) // 52.66 // p11.2 /// chr16:29414418-29416894 (-) // 51.86 // p11.2 /// chr16:70029386-70031862 (-) // 52.18 // q22.1 /// chr16:15474199-15476676 (-) // 52.14 // p13.11 /// chr18:11638759-11641230 (-) // 50.02 // p11.21,chr16p11.2 /// chr16p12.2,"nuclear pore complex interacting protein pseudogene /// nuclear pore complex interacting protein family, member B11 /// nuclear pore complex interacting protein family, member B3 /// nuclear pore complex interacting protein family, member B4 /// nuclear pore complex interacting protein family, member B5",1,0
215128_at,---,Hs.191828,---,---,chr12:105409670-105411403 (+) // 31.19 // q23.3,---,---,1,0
215137_at,---,---,---,---,chr1:2205628-2211643 (+) // 76.91 // p36.33,---,---,1,0
215162_at,RALGAPA1,Hs.113150 /// Hs.593582 /// Hs.611635 /// Hs.611937 /// Hs.689613,ENSG00000174373 /// OTTHUMG00000170619,253959,chr14:36145632-36230113 (-) // 82.76 // q13.2,chr14q13.2,"Ral GTPase activating protein, alpha subunit 1 (catalytic)",1,0
215170_s_at,CEP152,Hs.597323 /// Hs.734263,ENSG00000103995 /// OTTHUMG00000172219,22995,chr15:49033344-49103227 (-) // 96.25 // q21.1,chr15q21.1,centrosomal protein 152kDa,1,0
215175_at,PCNX,Hs.446559 /// Hs.601651 /// Hs.605316,ENSG00000100731 /// OTTHUMG00000171242,22990,chr14:71374121-71479535 (+) // 88.55 // q24.2,chr14q24.2,pecanex homolog (Drosophila),1,0
215188_at,STK24,Hs.508514 /// Hs.596915 /// Hs.639317 /// Hs.713712,ENSG00000102572 /// OTTHUMG00000017250,8428,chr13:99107674-99116039 (-) // 90.98 // q32.2,chr13q31.2-q32.3,serine/threonine kinase 24,1,0
215191_at,KDM2A,Hs.636888,---,---,chr11:66960506-66962857 (+) // 39.36 // q13.2,---,---,1,0
215220_s_at,TPR,Hs.279640,ENSG00000047410 /// OTTHUMG00000035580,7175,chr1:186307318-186313523 (-) // 60.3 // q31.1,chr1q25,"translocated promoter region, nuclear basket protein",1,0
215252_at,DNAJC7,Hs.744481,---,---,chr17:40136323-40138091 (+) // 61.15 // q21.2,---,---,1,0
215284_at,SNX9,Hs.667160,---,---,chr6:158273056-158274823 (+) // 23.48 // q25.3,---,---,1,0
215308_at,XRCC6,Hs.292493,---,2547,chr22:42033339-42034734 (+) // 48.21 // q13.2,chr22q13.2,X-ray repair complementing defective repair in Chinese hamster cells 6,1,0
215318_at,MINOS1P1,Hs.687692,---,100462953,chr13:33066435-33072495 (-) // 71.34 // q13.1,chr13q13.1,mitochondrial inner membrane organizing system 1 pseudogene 1,1,0
215330_at,FLJ43663,Hs.671957,---,---,chr7:130756033-130757545 (-) // 43.78 // q32.3,---,---,1,0
215339_at,NKTR,Hs.529509 /// Hs.715111,ENSG00000114857 /// OTTHUMG00000133037,4820,chr3:42662497-42672824 (+) // 98.49 // p22.1,chr3p23-p21,natural killer-tumor recognition sequence,1,1
215342_s_at,RABGAP1L,Hs.585378 /// Hs.599132 /// Hs.602728 /// Hs.733106 /// Hs.739017 /// Hs.740956 /// Hs.743088 /// Hs.744051 /// Hs.744937,ENSG00000152061 /// OTTHUMG00000034899,9910,chr1:174669868-174959478 (+) // 97.62 // q25.1,chr1q24,RAB GTPase activating protein 1-like,1,0
215352_at,GIMAP5 /// GIMAP1-GIMAP5,---,ENSG00000196329 /// OTTHUMG00000157542,55340 /// 100527949,chr7:150434696-150436787 (+) // 92.1 // q36.1,chr7q /// chr7q36.1,"GIMAP1-GIMAP5 readthrough /// GTPase, IMAP family member 5",1,1
215375_x_at,LRRFIP1,Hs.471779,---,9208,chr2:238648204-238650486 (+) // 73.57 // q37.3,chr2q37.3,leucine rich repeat (in FLII) interacting protein 1,1,0
215390_at,c9orf5,Hs.674822,---,---,chr9:111805143-111807028 (-) // 54.8 // q31.3,---,---,1,0
215392_at,usp3,Hs.662884,---,---,chr15:63836990-63838251 (+) // 50.28 // q22.31,---,---,1,0
215398_at,Cdc73,Hs.657062,---,---,chr1:193145135-193146488 (+) // 86.4 // q31.2,---,---,1,0
215434_x_at,NBPF1,Hs.467587 /// Hs.630698 /// Hs.714127 /// Hs.732082 /// Hs.732154,ENSG00000219481 /// OTTHUMG00000002487,55672,chr1:16893673-16919101 (-) // 94.83 // p36.13,chr1p36.13,"neuroblastoma breakpoint family, member 1",1,0
215462_at,PLK3,---,---,1263,chr1:45274721-45276892 (+) // 75.01 // p34.1,chr1p34.1,polo-like kinase 3,1,0
215474_at,NSMCE2,Hs.735208,---,---,chr8:126266508-126267619 (+) // 31.02 // q24.13,---,---,1,0
215555_at,C1orf63,Hs.671113,---,---,chr1:25588220-25590009 (-) // 6.46 // p36.11,---,---,1,0
215558_at,UBR2,Hs.726982,---,23304,chr6:42580838-42581915 (+) // 41.03 // p21.1,chr6p21.1,ubiquitin protein ligase E3 component n-recognin 2,1,0
215586_at,PPP3CB,Hs.660136,---,---,chr10:75240765-75241648 (-) // 30.82 // q22.2,---,---,1,0
215589_at,SMURF1,Hs.677297,---,---,chr7:98686116-98688598 (-) // 68.89 // q22.1,---,---,1,1
215626_at,dock9,Hs.656171,---,---,chr13:99493892-99496608 (-) // 77.27 // q32.3,---,---,1,0
215646_s_at,VCAN,Hs.643801 /// Hs.653683 /// Hs.715773,ENSG00000038427 /// OTTHUMG00000131321,1462,chr5:82868350-82876145 (+) // 98.41 // q14.3,chr5q14.3,versican,1,0
215648_at,NUDCD3,Hs.736034,---,---,chr7:44482312-44483631 (-) // 54.42 // p13,---,---,1,1
215659_at,GSDMB,Hs.306777,---,55876,chr17:37936656-38074668 (-) // 59.07 // q12,chr17q12,gasdermin B,1,1
215698_at,KDM5A,Hs.618774 /// Hs.76272,ENSG00000073614 /// OTTHUMG00000168055,5927,chr12:392954-395309 (-) // 95.48 // p13.33,chr12p11,lysine (K)-specific demethylase 5A,1,1
215761_at,DMXL2,Hs.511386 /// Hs.594629 /// Hs.725363,ENSG00000104093 /// OTTHUMG00000131749,23312,chr15:51859957-51914967 (-) // 38.05 // q21.2,chr15q21.2,Dmx-like 2,1,1
215767_at,ZNF804A,Hs.159528,ENSG00000170396 /// OTTHUMG00000132625,91752,chr2:185802807-185804212 (+) // 94.16 // q32.1,chr2q32.1,zinc finger protein 804A,1,0
215866_at,EEF1G,Hs.677298,---,---,chr7:132642525-132644331 (-) // 88.84 // q33,---,---,1,0
215889_at,SKIL,Hs.536655,---,6498,chr3:170077410-170080286 (+) // 78.26 // q26.2,chr3q26,SKI-like oncogene,1,0
215900_at,PPPDE1,Hs.677226,---,---,---,---,---,1,0
215986_at,---,Hs.736035,---,---,chr14:60564642-60565662 (+) // 12.31 // q23.1,---,---,1,0
215991_s_at,EMC1,Hs.439200,ENSG00000127463 /// OTTHUMG00000002497,23065,chr1:19543954-19570201 (-) // 97.79 // p36.13,chr1p36.13,ER membrane protein complex subunit 1,1,0
216015_s_at,NLRP3,Hs.159483,ENSG00000162711 /// OTTHUMG00000040647,114548,chr1:247581921-247589094 (+) // 98.82 // q44,chr1q44,"NLR family, pyrin domain containing 3",1,0
216016_at,NLRP3,Hs.159483,ENSG00000162711 /// OTTHUMG00000040647,114548,chr1:247581921-247589094 (+) // 98.82 // q44,chr1q44,"NLR family, pyrin domain containing 3",1,0
216022_at,WNK1 /// LOC100132369,Hs.669937,---,---,chr12:982204-983320 (+) // 79.23 // p13.33,---,---,1,0
216069_at,PRMT2,Hs.154163,---,3275,chr21:48073833-48075373 (+) // 17.67 // q22.3,chr21q22.3,protein arginine methyltransferase 2,1,0
216101_at,---,Hs.658638,---,---,chr15:28839014-28840271 (+) // 34.26 // q13.1 /// chr15:20705768-20707027 (-) // 34.42 // q11.2 /// chr15:23373168-23374401 (-) // 34.42 // q11.2 /// chr15:28561638-28562904 (-) // 33.02 // q13.1,---,---,1,0
216117_at,EXOSC2,Hs.654643,ENSG00000130713 /// OTTHUMG00000020811,23404,chr9:133573185-133575242 (+) // 73.45 // q34.12,chr9q34,exosome component 2,1,0
216121_at,PUM2,---,---,---,chr2:20469816-20471983 (-) // 66.26 // p24.1,---,---,1,0
216248_s_at,NR4A2,Hs.165258 /// Hs.563344,ENSG00000153234 /// OTTHUMG00000131950,4929,chr2:157180968-157189041 (-) // 97.76 // q24.1,chr2q22-q23,"nuclear receptor subfamily 4, group A, member 2",1,0
216361_s_at,KAT6A,Hs.491577 /// Hs.678582 /// Hs.682445 /// Hs.692861,ENSG00000083168 /// OTTHUMG00000150453,7994,chr16:3843577-3860781 (-) // 54.94 // p13.3,chr8p11,K(lysine) acetyltransferase 6A,1,1
216370_s_at,TKTL1,Hs.102866,ENSG00000007350 /// ENSG00000268013 /// OTTHUMG00000022707,8277,chrX:153524212-153558038 (+) // 100.0 // q28,chrXq28,transketolase-like 1,1,1
216373_at,TAPT1,Hs.479223,---,202018,chr4:16191975-16228072 (-) // 59.5 // p15.32,chr4p15.32,transmembrane anterior posterior transformation 1,1,0
216433_s_at,PRDM2,Hs.371823 /// Hs.613210,ENSG00000116731 /// OTTHUMG00000007917,7799,chr1:14099570-14106160 (+) // 89.94 // p36.21,chr1p36.21,"PR domain containing 2, with ZNF domain",1,0
216527_at,HCG18,Hs.485041 /// Hs.597831 /// Hs.663638 /// Hs.686894 /// Hs.735309,ENSG00000231074 /// OTTHUMG00000031138,414777,chr6:30268970-30271894 (-) // 64.01 // p22.1,chr6p21.3,HLA complex group 18 (non-protein coding),1,0
216594_x_at,AKR1C1,Hs.460260,---,1645,chr10:5005645-5260827 (+) // 94.3 // p15.1,chr10p15-p14,"aldo-keto reductase family 1, member C1",1,0
216595_at,FAM186A,Hs.133187,ENSG00000185958 /// OTTHUMG00000167889,121006,chr12:49747460-50803557 (-) // 7.62 // q13.12,chr12q13.12,"family with sequence similarity 186, member A",1,0
216598_s_at,CCL2,Hs.303649 /// Hs.595481,ENSG00000108691 /// OTTHUMG00000132887,6347,chr17:32582337-32584176 (+) // 97.58 // q12,chr17q11.2-q12,chemokine (C-C motif) ligand 2,1,0
216683_at,tbca,Hs.676437,---,---,chr5:77044989-77046986 (-) // 14.34 // q14.1,---,---,1,0
216765_at,MAP2K5,Hs.114198,---,5607,chr15:68018334-68021952 (+) // 66.58 // q23,chr15q23,mitogen-activated protein kinase kinase 5,1,0
216766_at,Prkce,Hs.677327,---,---,chr2:45905419-45908427 (+) // 81.61 // p21,---,---,1,0
216813_at,---,---,---,---,chr7:130729256-130732023 (-) // 17.51 // q32.3,---,---,1,0
216850_at,LOC100506948 /// PAR-SN /// SNORD107 /// SNORD115-13 /// SNORD115-26 /// SNORD115-7 /// SNORD116-28 /// SNRPN /// SNURF,Hs.564847 /// Hs.578619 /// Hs.585703 /// Hs.603191 /// Hs.605731 /// Hs.621316 /// Hs.632166 /// Hs.728856 /// Hs.733072 /// Hs.737651 /// Hs.743549,ENSG00000214265 /// ENSG00000224078 /// OTTHUMG00000056661 /// OTTHUMG00000129181,6638 /// 8926 /// 91380 /// 347746 /// 100033444 /// 100033450 /// 100033802 /// 100033820 /// 100506948,chr15:25200180-25244175 (+) // 99.83 // q11.2,chr15q11.2 /// chr15q12,"uncharacterized LOC100506948 /// paternally expressed transcript PAR-SN /// small nucleolar RNA, C/D box 107 /// small nucleolar RNA, C/D box 115-13 /// small nucleolar RNA, C/D box 115-26 /// small nucleolar RNA, C/D box 115-7 /// small nucleolar RNA, C/D box 116-28 /// small nuclear ribonucleoprotein polypeptide N /// SNRPN upstream reading frame",1,0
216901_s_at,IKZF1,Hs.435949 /// Hs.488251 /// Hs.602345 /// Hs.731495 /// Hs.739003,ENSG00000185811 /// OTTHUMG00000155907,10320,chr7:50366974-50468325 (+) // 97.04 // p12.2,chr7p13-p11.1,IKAROS family zinc finger 1 (Ikaros),1,0
216983_s_at,ZNF224,Hs.737629 /// Hs.744152,ENSG00000267680 /// OTTHUMG00000182313,7767,chr19:44598544-44600075 (+) // 57.33 // q13.31,chr19q13.2,zinc finger protein 224,1,0
217234_s_at,EZR,Hs.1041 /// Hs.487027 /// Hs.708178,ENSG00000092820 /// OTTHUMG00000015917,7430,chr6:159191821-159204658 (-) // 88.73 // q25.3,chr6q25.3,ezrin,1,0
217507_at,SLC11A1,Hs.591607 /// Hs.627035,ENSG00000018280 /// OTTHUMG00000086747,6556,chr2:219260269-219260758 (+) // 58.08 // q35,chr2q35,"solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1",1,1
217513_at,MILR1,Hs.631749,ENSG00000263304 /// OTTHUMG00000179762,284021,---,chr17q23.3,mast cell immunoglobulin-like receptor 1,1,0
217529_at,ORAI2,Hs.363308 /// Hs.736659,ENSG00000160991,80228,chr7:102091051-102091715 (+) // 50.99 // q22.1,chr7q22.1,ORAI calcium release-activated calcium modulator 2,1,1
217534_at,FAM49B,Hs.126941 /// Hs.718267 /// Hs.741495 /// Hs.741724 /// Hs.742459,ENSG00000153310 /// OTTHUMG00000164805,51571,chr8:130982683-130983279 (-) // 33.94 // q24.21,chr8q24.21,"family with sequence similarity 49, member B",1,0
217540_at,NXPE3,Hs.595933 /// Hs.600416 /// Hs.608275,ENSG00000144815,91775,chr3:101542975-101544770 (+) // 66.28 // q12.3,chr3q12.3,"neurexophilin and PC-esterase domain family, member 3",1,0
217546_at,MT1M,Hs.647370,ENSG00000205364 /// OTTHUMG00000176938,4499,chr16:56666144-56667893 (+) // 84.27 // q12.2,chr16q13,metallothionein 1M,1,0
217576_x_at,SOS2,Hs.291533 /// Hs.607604 /// Hs.732397,ENSG00000100485 /// OTTHUMG00000140292,6655,chr14:50649229-50698099 (-) // 91.68 // q21.3,chr14q21,son of sevenless homolog 2 (Drosophila),1,0
217594_at,ZCCHC11,Hs.609043 /// Hs.619518 /// Hs.655407 /// Hs.717765,ENSG00000134744 /// OTTHUMG00000008200,23318,chr1:52928192-52937776 (-) // 89.19 // p32.3,chr1p32.3,"zinc finger, CCHC domain containing 11",1,0
217602_at,LOC101060363 /// PPIA,Hs.356331 /// Hs.447213 /// Hs.562649 /// Hs.600440 /// Hs.624655 /// Hs.641693 /// Hs.733874,ENSG00000196262 /// OTTHUMG00000023687,5478 /// 101060363,chr7:44837235-44838109 (+) // 63.78 // p13,chr7p13,peptidyl-prolyl cis-trans isomerase A-like /// peptidylprolyl isomerase A (cyclophilin A),1,0
217644_s_at,SOS2,Hs.291533 /// Hs.607604 /// Hs.732397,ENSG00000100485 /// OTTHUMG00000140292,6655,chr14:50626409-50655545 (-) // 77.4 // q21.3,chr14q21,son of sevenless homolog 2 (Drosophila),1,0
217653_x_at,TRPM6,---,---,---,chr10:48212823-48213237 (+) // 31.03 // q11.22 /// chr10:47705415-47705833 (+) // 14.32 // q11.22 /// chr10:47216112-47216526 (-) // 24.82 // q11.22 /// chr10:49242222-49242636 (-) // 30.55 // q11.22 /// chr10:46735691-46736109 (-) // 21.24 // q11.22 /// chr10:48925453-48925870 (-) // 21.24 // q11.22 /// chr10:75460070-75460488 (-) // 21.24 // q22.2 /// chr10:46345397-46345814 (-) // 14.08 // q11.22 /// chr10:51249011-51249428 (-) // 25.06 // q11.23,---,---,1,0
217656_at,SMARCA4,Hs.672794,---,---,chr19:11149271-11149880 (+) // 27.49 // p13.2,---,---,1,0
217671_at,DSERG1,Hs.650787,---,751816,chr9:3465472-3465916 (-) // 70.5 // p24.2,---,Down syndrome encephalopathy related protein 1,1,1
217678_at,SLC7A11,Hs.390594 /// Hs.706054,ENSG00000151012 /// OTTHUMG00000133396,23657,chr4:139088320-139089367 (-) // 57.81 // q28.3,chr4q28-q32,"solute carrier family 7 (anionic amino acid transporter light chain, xc- system), member 11",1,1
217701_x_at,Atrx,---,---,---,chrX:76994057-76994481 (-) // 33.95 // q21.1,---,---,1,0
217704_x_at,SUZ12P,Hs.634603,---,---,chr17:29062204-29062638 (+) // 35.25 // q11.2 /// chr17:30267598-30268032 (+) // 34.33 // q11.2,---,---,1,0
217813_s_at,SPIN1,Hs.146804,ENSG00000106723 /// OTTHUMG00000020168,10927,chr9:91003414-91090707 (+) // 92.63 // q22.1,chr9q22.1,spindlin 1,1,0
217853_at,TNS3,Hs.520814,ENSG00000136205 /// OTTHUMG00000074075,64759,chr7:47314746-47341826 (-) // 97.26 // p12.3,chr7p12.3,tensin 3,1,0
217856_at,RBM8A,Hs.591455,---,9939,chr1:145507623-145512986 (+) // 82.71 // q21.1,chr1q21.1,RNA binding motif protein 8A,1,1
217878_s_at,CDC27,Hs.463295 /// Hs.574664 /// Hs.597011 /// Hs.602766 /// Hs.734423,ENSG00000004897 /// OTTHUMG00000166429,996,chr17:45195068-45266665 (-) // 96.65 // q21.32,chr17q21.32,cell division cycle 27,1,0
217951_s_at,PHF3,Hs.348921 /// Hs.605839 /// Hs.707853 /// Hs.713653 /// Hs.717625 /// Hs.731957 /// Hs.736848,ENSG00000118482 /// OTTHUMG00000014952,23469,chr6:64356430-64425377 (+) // 98.55 // q12,chr6q12,PHD finger protein 3,1,0
217996_at,PHLDA1,Hs.585591 /// Hs.602085 /// Hs.621948 /// Hs.644898,ENSG00000139289 /// OTTHUMG00000169783,22822,chr12:76420598-76425681 (-) // 82.86 // q21.2,chr12q15,"pleckstrin homology-like domain, family A, member 1",1,0
217997_at,PHLDA1,Hs.585591 /// Hs.602085 /// Hs.621948 /// Hs.644898,ENSG00000139289 /// OTTHUMG00000169783,22822,chr12:76420598-76425681 (-) // 82.86 // q21.2,chr12q15,"pleckstrin homology-like domain, family A, member 1",1,0
218166_s_at,RSF1,Hs.420229 /// Hs.572073 /// Hs.593415 /// Hs.614113 /// Hs.711667 /// Hs.744316,ENSG00000048649 /// OTTHUMG00000150433,51773,chr11:77377274-77414578 (-) // 97.67 // q14.1,chr11q14.1,remodeling and spacing factor 1,1,1
218228_s_at,TNKS2,Hs.329327 /// Hs.694877,ENSG00000107854 /// OTTHUMG00000018747,80351,chr10:93558447-93625032 (+) // 99.12 // q23.32,chr10q23.3,"tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2",1,0
218273_s_at,PDP1,Hs.22265 /// Hs.595208,ENSG00000164951 /// OTTHUMG00000164356,54704,chr8:94929217-94936601 (+) // 98.28 // q22.1,chr8q22.1,pyruvate dehyrogenase phosphatase catalytic subunit 1,1,0
218362_s_at,DIS3,Hs.744104,ENSG00000083520 /// OTTHUMG00000017070,22894,chr13:73331580-73356063 (-) // 77.38 // q22.1,chr13q22.1,DIS3 mitotic control homolog (S. cerevisiae),1,0
218404_at,SNX10,Hs.741316,ENSG00000086300 /// OTTHUMG00000023650,29887,chr7:26332673-26413938 (+) // 98.75 // p15.2,chr7p15.2,sorting nexin 10,1,0
218430_s_at,RFX7,Hs.609935 /// Hs.613703 /// Hs.730725 /// Hs.745089,ENSG00000181827 /// OTTHUMG00000172508,64864,chr15:56384747-56388220 (-) // 98.39 // q21.3,chr15q21.3,"regulatory factor X, 7",1,0
218469_at,GREM1,Hs.40098 /// Hs.607314,ENSG00000166923 /// OTTHUMG00000129319,26585,chr15:33010301-33026866 (+) // 99.65 // q13.3,chr15q13.3,"gremlin 1, DAN family BMP antagonist",1,0
218559_s_at,MAFB,Hs.169487 /// Hs.709929,ENSG00000204103 /// OTTHUMG00000033052,9935,chr20:39314518-39317563 (-) // 90.85 // q12,chr20q11.2-q13.1,v-maf musculoaponeurotic fibrosarcoma oncogene homolog B (avian),1,1
218748_s_at,EXOC5,Hs.743987,ENSG00000070367 /// OTTHUMG00000171309,10640,chr14:57675305-57735554 (-) // 99.7 // q22.3,chr14q22.3,exocyst complex component 5,1,0
218839_at,HEY1,Hs.234434 /// Hs.600989,ENSG00000164683 /// OTTHUMG00000164641,23462,chr8:80676264-80679922 (-) // 99.71 // q21.13,chr8q21,hairy/enhancer-of-split related with YRPW motif 1,1,0
218854_at,DSE,Hs.458358 /// Hs.611694 /// Hs.694548 /// Hs.740115,ENSG00000111817 /// OTTHUMG00000015434,29940,chr6:116692188-116759440 (+) // 97.62 // q22.1,chr6q22,dermatan sulfate epimerase,1,0
218856_at,TNFRSF21,Hs.443577,ENSG00000146072 /// OTTHUMG00000014796,27242,chr6:47199268-47200053 (-) // 93.86 // p12.3,chr6p21.1,"tumor necrosis factor receptor superfamily, member 21",1,0
218930_s_at,TMEM106B,Hs.396358 /// Hs.597014 /// Hs.712945,ENSG00000106460 /// OTTHUMG00000125537,54664,chr7:12250923-12272713 (+) // 98.36 // p21.3,chr7p21.3,transmembrane protein 106B,1,0
218967_s_at,PTER,Hs.444321 /// Hs.743677 /// Hs.745101,ENSG00000165983 /// OTTHUMG00000017737,9317,chr10:16526335-16554059 (+) // 94.09 // p13,chr10p12,phosphotriesterase related,1,0
219159_s_at,SLAMF7,Hs.517265,ENSG00000026751 /// OTTHUMG00000024008,57823,chr1:160709080-160723030 (+) // 97.21 // q23.3,chr1q23.1-q24.1,SLAM family member 7,1,0
219341_at,CLN8,Hs.127675,ENSG00000182372 /// OTTHUMG00000090343,2055,chr8:1711940-1732450 (+) // 71.39 // p23.3,chr8p23,"ceroid-lipofuscinosis, neuronal 8 (epilepsy, progressive with mental retardation)",1,0
219403_s_at,HPSE,Hs.44227 /// Hs.627092,ENSG00000173083 /// OTTHUMG00000130425,10855,chr4:84216475-84256140 (-) // 98.32 // q21.23,chr4q21.3,heparanase,1,1
219434_at,TREM1,Hs.283022 /// Hs.674770,ENSG00000124731 /// OTTHUMG00000014674,54210,chr6:41243730-41254410 (-) // 96.49 // p21.1,chr6p21.1,triggering receptor expressed on myeloid cells 1,1,1
219518_s_at,ELL3,Hs.706346 /// Hs.719694,ENSG00000128886 /// ENSG00000262560 /// OTTHUMG00000059936 /// OTTHUMG00000177927,80237,chr15:44064821-44069184 (-) // 98.5 // q15.3,chr15q15.3,elongation factor RNA polymerase II-like 3,1,1
219558_at,ATP13A3,Hs.529609 /// Hs.606479 /// Hs.608326,ENSG00000133657 /// OTTHUMG00000156034,79572,chr3:194126495-194168687 (-) // 98.34 // q29,chr3q29,ATPase type 13A3,1,0
219574_at,MARCH1,Hs.592804 /// Hs.595167 /// Hs.603066 /// Hs.632596,ENSG00000145416 /// OTTHUMG00000161204,55016,chr4:164448281-164534665 (-) // 87.94 // q32.2,chr4q32.2,"membrane-associated ring finger (C3HC4) 1, E3 ubiquitin protein ligase",1,0
219607_s_at,MS4A4A,Hs.325960 /// Hs.595417,ENSG00000110079 /// OTTHUMG00000154949,51338,chr11:60059695-60075869 (+) // 97.49 // q12.2,chr11q12,"membrane-spanning 4-domains, subfamily A, member 4A",1,0
219653_at,LSM14B,Hs.105379,---,149986,chr20:60709735-60710130 (+) // 94.24 // q13.33,chr20q13.33,"LSM14B, SCD6 homolog B (S. cerevisiae)",1,0
219730_at,LOC100996782 /// MED18,Hs.479911,ENSG00000130772 /// OTTHUMG00000003537,54797 /// 100996782,chr1:28655548-28662475 (+) // 66.02 // p35.3,chr1p35.3,mediator of RNA polymerase II transcription subunit 18-like /// mediator complex subunit 18,1,1
219788_at,PILRA,Hs.444407,ENSG00000085514 /// OTTHUMG00000155248,29992,chr7:99971067-99997714 (+) // 88.41 // q22.1,chr7q22.1,paired immunoglobin-like type 2 receptor alpha,1,0
219797_at,MGAT4A,Hs.177576 /// Hs.594460,ENSG00000071073 /// OTTHUMG00000130563,11320,chr2:99241656-99342930 (-) // 100.0 // q11.2,chr2q12,"mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A",1,1
219844_at,C10orf118,Hs.159066 /// Hs.608867 /// Hs.623870 /// Hs.732218,ENSG00000165813 /// OTTHUMG00000019081,55088,chr10:115884604-115891757 (-) // 99.74 // q25.3,chr10q25.3,chromosome 10 open reading frame 118,1,0
219858_s_at,MFSD6,Hs.418581 /// Hs.744117,ENSG00000151690 /// OTTHUMG00000132671,54842,chr2:191301653-191365666 (+) // 99.14 // q32.2,chr2q32.2,major facilitator superfamily domain containing 6,1,1
219864_s_at,RCAN3,Hs.656799 /// Hs.741880,ENSG00000117602 /// OTTHUMG00000003298,11123,chr1:24840840-24861847 (+) // 99.76 // p36.11,chr1p35.3-p33,RCAN family member 3,1,0
219890_at,CLEC5A,Hs.446235,ENSG00000258227 /// ENSG00000261180 /// OTTHUMG00000157173 /// OTTHUMG00000174711,23601,chr7:141627156-141646783 (-) // 87.86 // q34,chr7q33,"C-type lectin domain family 5, member A",1,1
